Time Serie,AUSTRALIAN DOLLAR/US$,EURO/US$,NEW ZELAND DOLLAR/US$,UK POUND/US$,BRAZIL REAL/US$,CANADIAN DOLLAR/US$,CHINA YUAN/US$,KOREA WON/US$,JAPAN YEN/US$
2019-09-12,1.4554,0.903,1.5584,0.8093,4.0606,1.3209,7.0787,1180.7,107.97
2019-09-13,1.4522,0.903,1.5664,0.8024,4.061,1.3268,7.0754,1176.62,108.12
2019-09-16,1.4567,0.9086,1.5743,0.805,4.0831,1.324,7.0659,1182.96,107.94
2019-09-17,1.4582,0.9039,1.5748,0.8004,4.097,1.3249,7.0905,1186.1,108.12
2019-09-18,1.4611,0.9041,1.579,0.8014,4.0964,1.3283,7.0849,1191.51,108.17
2019-09-19,1.4717,0.9053,1.587,0.8012,4.1389,1.3258,7.0959,1193.87,108
2019-09-20,1.4771,0.9088,1.598,0.8007,4.1698,1.3268,7.0909,1188.16,107.95
2019-09-23,1.4767,0.9098,1.5911,0.8046,4.1771,1.3271,7.1168,1195.48,107.47
2019-09-24,1.4721,0.9092,1.5835,0.8016,4.1737,1.3253,7.1138,1196.52,107.32
2019-09-25,1.4815,0.9133,1.5936,0.8089,4.1764,1.3279,7.1313,1200.17,107.78
2019-09-26,1.4806,0.9142,1.5865,0.8102,4.1517,1.3271,7.13,1201.99,107.67
2019-09-27,1.4784,0.9139,1.5883,0.8122,4.1576,1.325,7.1218,1200.03,108.05
2019-09-30,1.4824,0.917,1.5969,0.8127,4.1629,1.3243,7.1477,1195.85,108.11
2019-10-01,1.4919,0.9147,1.601,0.8169,4.1624,1.3235,7.1473,1198.96,107.7
2019-10-02,1.493,0.9132,1.5985,0.8121,4.1434,1.3313,7.1473,1205.47,107.21
2019-10-03,1.4813,0.9098,1.5838,0.8071,4.0876,1.3323,7.1473,1204.67,106.76
2019-10-04,1.4784,0.9112,1.5838,0.8124,4.0601,1.3332,7.1473,1192.93,106.91
2019-10-07,1.4832,0.9104,1.5893,0.8116,4.0831,1.3305,7.1473,1196.49,107.06
2019-10-08,1.4865,0.9133,1.5888,0.8193,4.0846,1.3332,7.1422,1193.24,107.06
2019-10-09,1.4859,0.9109,1.5876,0.8187,4.1043,1.3327,7.1316,1197.29,107.43
2019-10-10,1.4771,0.9076,1.5813,0.8076,4.1075,1.3274,7.1153,1190.06,107.91
2019-10-11,1.4697,0.9059,1.576,0.7885,4.0945,1.3181,7.0868,1195.61,108.52
2019-10-14,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-10-15,1.4799,0.9061,1.5913,0.7851,4.1506,1.3199,7.0814,1184.67,108.83
2019-10-16,1.4804,0.9029,1.5934,0.778,4.161,1.3191,7.092,1186.38,108.71
2019-10-17,1.465,0.8986,1.5743,0.778,4.16,1.3136,7.0766,1179.05,108.51
2019-10-18,1.4607,0.8965,1.5691,0.775,4.1312,1.3134,7.0805,1181.06,108.44
2019-10-21,1.4562,0.8973,1.5645,0.7702,4.136,1.31,7.0748,1172.57,108.57
2019-10-22,1.4571,0.8978,1.5603,0.7723,4.0713,1.3086,7.0761,1170.49,108.56
2019-10-23,1.4605,0.8994,1.5581,0.776,4.0674,1.3089,7.0624,1172.07,108.64
2019-10-24,1.4669,0.9011,1.5679,0.7806,04.01,1.3078,7.0684,1173.19,108.62
2019-10-25,1.4643,0.9024,1.5716,0.7792,4.2018,1.3064,7.0647,1171.58,108.75
2019-10-28,1.4622,0.9014,1.576,0.7776,3.9769,1.3063,7.067,1170.17,109.02
2019-10-29,1.4573,0.8995,1.5728,0.7749,3.9923,1.3078,7.0655,1163.03,108.83
2019-10-30,1.4552,0.899,1.5704,0.7769,4.017,1.3179,7.0541,1167.76,108.88
2019-10-31,1.4518,0.8965,1.5591,0.7729,4.013,1.3144,7.0379,1169.1,108.09
2019-11-01,1.4463,0.8953,1.5516,0.7722,3.9756,1.3145,7.0368,1165.45,108.16
2019-11-04,1.4497,0.8973,1.5586,0.7748,4.2007,1.3145,07.03,1159.29,108.56
2019-11-05,1.451,0.9033,1.5681,0.777,3.9865,1.3176,7.1982,1157.64,109.13
2019-11-06,1.4533,0.9029,1.5699,0.7769,4.0582,1.3187,6.9968,1156.73,108.86
2019-11-07,1.4503,0.9054,1.5746,0.7795,4.0884,1.3177,6.9766,1154.44,109.42
2019-11-08,1.459,0.9075,1.579,0.7819,4.1545,1.3218,6.9954,1157.14,109.14
2019-11-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-12,1.4607,0.9077,1.5783,0.7779,4.1742,1.3227,7.1966,1160.8,109.09
2019-11-13,1.4639,0.9088,1.5623,0.7788,4.1772,1.3239,7.0223,1167.76,108.83
2019-11-14,1.4749,0.9078,1.5689,0.7765,4.1912,1.3251,7.0195,1169.82,108.33
2019-11-15,1.4684,0.9053,1.5618,0.7751,4.1957,1.3228,7.1975,1166.98,108.8
2019-11-18,1.4663,0.9026,1.5605,0.7713,4.1932,1.321,7.0246,1163.76,108.61
2019-11-19,1.465,0.9029,1.5562,0.7736,4.2032,1.3233,7.0263,1167.13,108.59
2019-11-20,1.4712,0.9039,1.5593,0.7741,4.1955,1.3317,7.0344,1169.8,108.67
2019-11-21,1.4721,0.9036,1.5593,0.7743,4.2213,1.3277,7.0285,1175.71,108.53
2019-11-22,1.4741,0.9067,1.561,0.7795,4.1859,1.3293,7.0389,1179.33,108.67
2019-11-25,1.4771,0.9083,1.562,0.7761,4.2153,1.3312,7.0349,1173.09,108.95
2019-11-26,1.4734,0.9081,1.5576,0.7782,4.2594,1.3285,7.0319,1175.59,109.11
2019-11-27,1.4749,0.9089,1.5555,0.7763,4.2569,1.3284,7.028,1176.89,109.38
2019-11-28,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-11-29,1.4789,0.9075,1.5579,0.7729,4.2272,1.3291,7.0308,1181.33,109.47
2019-12-02,1.4665,0.9029,1.537,0.773,4.22,1.3298,7.038,1182.84,109.09
2019-12-03,1.4618,0.9018,1.5347,0.7691,4.1928,1.3298,7.0609,1190.31,108.53
2019-12-04,1.4596,0.9029,1.5316,0.7637,4.1886,1.3212,7.0489,1194.45,108.87
2019-12-05,1.4633,0.9006,1.5279,0.7596,4.1912,1.3177,7.0445,1189.23,108.69
2019-12-06,1.4628,0.9048,1.5232,0.7618,4.1749,1.3255,7.0348,1189.86,108.66
2019-12-09,1.4637,0.9036,1.5256,0.7601,4.1299,1.3228,7.0389,1189.45,108.59
2019-12-10,1.4676,0.9017,1.5288,0.7588,4.1412,1.3231,7.0328,1191.01,108.73
2019-12-11,1.4569,0.9016,1.5221,0.759,4.1179,1.3202,7.0384,1192.2,108.67
2019-12-12,1.4501,0.8997,1.5188,0.7614,4.099,1.3185,6.9925,1186.41,109.16
2019-12-13,1.4554,0.8986,1.5172,0.7491,4.1065,1.3196,6.9925,1171.97,109.28
2019-12-16,1.452,0.8977,1.5158,0.7502,4.0681,1.3158,6.9921,1171.8,109.64
2019-12-17,1.4605,0.897,1.5225,0.7624,4.0673,1.3155,6.9967,1165.81,109.52
2019-12-18,1.459,0.8998,1.5202,0.7646,4.0624,1.3117,7.2029,1168.02,109.58
2019-12-19,1.452,0.8986,1.5135,0.7672,4.058,1.3122,7.1997,1165.04,109.23
2019-12-20,1.4489,0.9029,1.5135,0.7671,4.0859,1.317,7.1963,1160.3,109.45
2019-12-23,1.4457,0.9016,1.5088,0.7742,4.0621,1.3167,7.0124,1163.64,109.39
2019-12-24,1.4445,0.9022,1.5058,0.7719,4.0833,1.316,7.1964,1163.21,109.38
2019-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019-12-26,1.4411,0.9007,1.5002,0.7688,4.0602,1.3124,6.9949,1161.18,109.67
2019-12-27,1.4331,0.8949,1.4919,0.7639,4.0507,1.3073,6.9954,1160.87,109.47
2019-12-30,1.4278,0.8915,1.4846,0.761,4.0152,1.3058,6.9864,1155.75,108.85
2019-12-31,1.4225,0.8907,1.4826,0.7536,4.019,1.2962,6.9618,1155.46,108.67
